"","business_id","business_name","business_address","inspection_date","inspection_score","violation_description","risk_category","Current Supervisor Districts"
"12854",81719,"Silver Cloud","1994 Lombard St",2019-09-24,92,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"12855",83799,"Lung Fung Bakery","1823 Clement St",2019-09-24,86,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"12856",78390,"Cadillac Bar & Grill","1355 Market St Suite 160",2019-09-24,76,"Inadequate dressing rooms or improper storage of personal items","Low Risk",NA
"12857",73955,"Torrez Taqueria Inc.","1338 Ocean Ave",2019-09-24,90,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"12858",73955,"Torrez Taqueria Inc.","1338 Ocean Ave",2019-09-24,90,"Low risk vermin infestation","Low Risk",NA
"12859",83799,"Lung Fung Bakery","1823 Clement St",2019-09-24,86,"Moderate risk food holding temperature","Moderate Risk",NA
"12860",65582,"Pacific Street Fish Market","1199 Stockton St #E",2019-09-24,89,"Inadequate and inaccessible handwashing facilities","Moderate Risk",3
"12861",81719,"Silver Cloud","1994 Lombard St",2019-09-24,92,"Food safety certificate or food handler card not available","Low Risk",NA
"12862",78390,"Cadillac Bar & Grill","1355 Market St Suite 160",2019-09-24,76,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"12863",88063,"Sichuan Home Inc","5037 Geary Blvd",2019-09-24,90,"Inadequate dressing rooms or improper storage of personal items","Low Risk",NA
"12864",81522,"Pinecrest Diner","401 Geary St",2019-09-24,82,"High risk food holding temperature","High Risk",NA
"12865",81509,"The Flying Falafel","1051 Market St",2019-09-24,76,"Food safety certificate or food handler card not available","Low Risk",NA
"12866",74955,"Darioush Inc.","3065 Jackson St",2019-09-24,94,"Inadequate warewashing facilities or equipment","Low Risk",NA
"12867",73955,"Torrez Taqueria Inc.","1338 Ocean Ave",2019-09-24,90,"Foods not protected from contamination","Moderate Risk",NA
"12868",78390,"Cadillac Bar & Grill","1355 Market St Suite 160",2019-09-24,76,"High risk vermin infestation","High Risk",NA
"12869",81719,"Silver Cloud","1994 Lombard St",2019-09-24,92,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"12870",83799,"Lung Fung Bakery","1823 Clement St",2019-09-24,86,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"12871",82945,"Smitten Ice Cream","2404 California St",2019-09-24,88,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"12872",65582,"Pacific Street Fish Market","1199 Stockton St #E",2019-09-24,89,"Unclean or unsanitary food contact surfaces","High Risk",3
"12873",81522,"Pinecrest Diner","401 Geary St",2019-09-24,82,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"12874",74955,"Darioush Inc.","3065 Jackson St",2019-09-24,94,"Improper storage use or identification of toxic substances","Low Risk",NA
"12875",74955,"Darioush Inc.","3065 Jackson St",2019-09-24,94,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"12876",78390,"Cadillac Bar & Grill","1355 Market St Suite 160",2019-09-24,76,"Improper thawing methods","Moderate Risk",NA
"12877",82945,"Smitten Ice Cream","2404 California St",2019-09-24,88,"Inadequate dressing rooms or improper storage of personal items","Low Risk",NA
"12878",81509,"The Flying Falafel","1051 Market St",2019-09-24,76,"Unclean or unsanitary food contact surfaces","High Risk",NA
"12879",83799,"Lung Fung Bakery","1823 Clement St",2019-09-24,86,"Improper thawing methods","Moderate Risk",NA
"12880",81509,"The Flying Falafel","1051 Market St",2019-09-24,76,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"12881",64007,"Oakes Children's Center","1550 Treat Ave.",2019-09-24,100,NA,NA,2
"12882",90886,"AndyTown Coffee Roasters","3016 Taraval St",2019-09-24,100,NA,NA,NA
"12883",30532,"Roadhouse Cafe","5191 03rd St",2019-09-25,78,"High risk food holding temperature","High Risk",9
"12884",5838,"HARVEY MILK ELEMENTARY SCHOOL","4235 19th St",2019-09-25,93,"No hot water or running water","High Risk",5
"12885",12970,"LA COCINA","2948 FOLSOM STREET",2019-09-25,96,"Moderate risk vermin infestation","Moderate Risk",2
"12886",5212,"MARTIN DE PORRES HOUSE OF HOSP","225 Potrero Ave",2019-09-25,92,"Employee eating or smoking","Moderate Risk",9
"12887",30532,"Roadhouse Cafe","5191 03rd St",2019-09-25,78,"Unclean hands or improper use of gloves","High Risk",9
"12888",5905,"MARINA MIDDLE SCHOOL","3500 FILLMORE St",2019-09-25,94,"Inadequate ventilation or lighting","Low Risk",6
"12889",826,"ANGELINA'S DELI-CAFE & CATERING","6000 CALIFORNIA St",2019-09-25,90,"Unapproved or unmaintained equipment or utensils","Low Risk",4
"12890",30532,"Roadhouse Cafe","5191 03rd St",2019-09-25,78,"Unclean or degraded floors walls or ceilings","Low Risk",9
"12891",30532,"Roadhouse Cafe","5191 03rd St",2019-09-25,78,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",9
"12892",826,"ANGELINA'S DELI-CAFE & CATERING","6000 CALIFORNIA St",2019-09-25,90,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",4
"12893",30532,"Roadhouse Cafe","5191 03rd St",2019-09-25,78,"Unapproved or unmaintained equipment or utensils","Low Risk",9
"12894",5905,"MARINA MIDDLE SCHOOL","3500 FILLMORE St",2019-09-25,94,"Low risk vermin infestation","Low Risk",6
"12895",5212,"MARTIN DE PORRES HOUSE OF HOSP","225 Potrero Ave",2019-09-25,92,"Moderate risk food holding temperature","Moderate Risk",9
"12896",1122,"STARBUCKS COFFEE #531","2132 CHESTNUT St",2019-09-25,98,"Improper storage of equipment utensils or linens","Low Risk",6
"12897",5905,"MARINA MIDDLE SCHOOL","3500 FILLMORE St",2019-09-25,94,"Unapproved or unmaintained equipment or utensils","Low Risk",6
"12898",826,"ANGELINA'S DELI-CAFE & CATERING","6000 CALIFORNIA St",2019-09-25,90,"Moderate risk food holding temperature","Moderate Risk",4
"12899",89072,"Epicurean@SHCP","1055 Ellis St.",2019-09-25,83,"High risk vermin infestation","High Risk",NA
"12900",74800,"Chubby Noodle Marina","2205 Lombard St",2019-09-25,77,"Improper cooling methods","High Risk",NA
"12901",85363,"Miyabiya Sushi and Grill","115 Cyril Magnin St",2019-09-25,88,"Moderate risk food holding temperature","Moderate Risk",NA
"12902",77973,"First Korean Market","4625 Geary Blvd",2019-09-25,86,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"12903",69351,"Sarku Japan","865 Market St Space#C08",2019-09-25,86,"Moderate risk food holding temperature","Moderate Risk",10
"12904",67154,"RIVERSIDE SEAFOOD RESTAURANT","1201 VICENTE St",2019-09-25,87,"Improper storage of equipment utensils or linens","Low Risk",7
"12905",69351,"Sarku Japan","865 Market St Space#C08",2019-09-25,86,"Moderate risk vermin infestation","Moderate Risk",10
"12906",89072,"Epicurean@SHCP","1055 Ellis St.",2019-09-25,83,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"12907",74800,"Chubby Noodle Marina","2205 Lombard St",2019-09-25,77,"High risk food holding temperature","High Risk",NA
"12908",80494,"Tap (415)","845 Market St #495",2019-09-25,88,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"12909",80494,"Tap (415)","845 Market St #495",2019-09-25,88,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"12910",77973,"First Korean Market","4625 Geary Blvd",2019-09-25,86,"Moderate risk food holding temperature","Moderate Risk",NA
"12911",67154,"RIVERSIDE SEAFOOD RESTAURANT","1201 VICENTE St",2019-09-25,87,"Improper food storage","Low Risk",7
"12912",89072,"Epicurean@SHCP","1055 Ellis St.",2019-09-25,83,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"12913",85363,"Miyabiya Sushi and Grill","115 Cyril Magnin St",2019-09-25,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"12914",69351,"Sarku Japan","865 Market St Space#C08",2019-09-25,86,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",10
"12915",80494,"Tap (415)","845 Market St #495",2019-09-25,88,"Moderate risk food holding temperature","Moderate Risk",NA
"12916",74800,"Chubby Noodle Marina","2205 Lombard St",2019-09-25,77,"High risk vermin infestation","High Risk",NA
"12917",89072,"Epicurean@SHCP","1055 Ellis St.",2019-09-25,83,"Improper or defective plumbing","Low Risk",NA
"12918",67154,"RIVERSIDE SEAFOOD RESTAURANT","1201 VICENTE St",2019-09-25,87,"High risk vermin infestation","High Risk",7
"12919",77973,"First Korean Market","4625 Geary Blvd",2019-09-25,86,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"12920",85363,"Miyabiya Sushi and Grill","115 Cyril Magnin St",2019-09-25,88,"Improper thawing methods","Moderate Risk",NA
"12921",74800,"Chubby Noodle Marina","2205 Lombard St",2019-09-25,77,"Permit license or inspection report not posted","Low Risk",NA
"12922",89072,"Epicurean@SHCP","1055 Ellis St.",2019-09-25,83,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"12923",80494,"Tap (415)","845 Market St #495",2019-09-25,88,"Low risk vermin infestation","Low Risk",NA
"12924",67154,"RIVERSIDE SEAFOOD RESTAURANT","1201 VICENTE St",2019-09-25,87,"Unclean or degraded floors walls or ceilings","Low Risk",7
"12925",77973,"First Korean Market","4625 Geary Blvd",2019-09-25,86,"Foods not protected from contamination","Moderate Risk",NA
"12926",69351,"Sarku Japan","865 Market St Space#C08",2019-09-25,86,"Unclean nonfood contact surfaces","Low Risk",10
"12927",89512,"Peaches Patties","2948 Folsom St",2019-09-25,100,NA,NA,NA
"12928",91282,"Mixiote","2948 Folsom St.",2019-09-25,100,NA,NA,NA
"12929",102257,"THE SLICE","719 14TH ST",2019-09-25,94,"Moderate risk vermin infestation","Moderate Risk",NA
"12930",5948,"THE BRANDEIS SCHOOL OF SAN FRANCISCO","655 BROTHERHOOD Way",2019-09-25,100,NA,NA,8
"12931",92252,"Origen","2948 Folsom St.",2019-09-25,100,NA,NA,NA
"12932",102257,"THE SLICE","719 14TH ST",2019-09-25,94,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"12933",99733,"TACOTHAI","2948 Folsom St",2019-09-25,100,NA,NA,NA
"12934",98301,"ST. THOMAS MORE ELEMENTARY SCHOOL","50 THOMAS MORE WAY",2019-09-25,100,NA,NA,NA
"12935",1075,"SANDWICH PLACE, THE","2029 MISSION St",2019-09-26,94,"Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"12936",7394,"TORINO MARKET","4830 03rd St",2019-09-26,92,"Low risk vermin infestation","Low Risk",9
"12937",7211,"RELIANCE MARKET","699 Castro St",2019-09-26,92,"Improper storage of equipment utensils or linens","Low Risk",5
"12938",1584,"ESPERPENTO RESTAURANT","3295 22nd St",2019-09-26,90,"Moderate risk food holding temperature","Moderate Risk",2
"12939",5875,"THURGOOD MARSHALL HIGH SCHOOL","45 CONKLING St",2019-09-26,96,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",NA
"12940",1674,"NORDSTROM BAZILLE","865 MARKET St",2019-09-26,89,"Improper cooling methods","High Risk",10
"12941",5802,"LOWELL HIGH SCHOOL","1101 EUCALYPTUS Dr",2019-09-26,96,"Insufficient hot water or running water","Moderate Risk",8
"12942",1584,"ESPERPENTO RESTAURANT","3295 22nd St",2019-09-26,90,"Low risk vermin infestation","Low Risk",2
"12943",7211,"RELIANCE MARKET","699 Castro St",2019-09-26,92,"Inadequate dressing rooms or improper storage of personal items","Low Risk",5
"12944",5800,"John Chin Elementary School","350 Broadway St",2019-09-26,93,"High risk food holding temperature","High Risk",3
"12945",1674,"NORDSTROM BAZILLE","865 MARKET St",2019-09-26,89,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",10
"12946",2447,"NEW CASTILLITO INC.","2092 MISSION St",2019-09-26,92,"Foods not protected from contamination","Moderate Risk",2
"12947",7394,"TORINO MARKET","4830 03rd St",2019-09-26,92,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",9
"12948",2447,"NEW CASTILLITO INC.","2092 MISSION St",2019-09-26,92,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",2
"12949",7211,"RELIANCE MARKET","699 Castro St",2019-09-26,92,"Food in poor condition","Moderate Risk",5
"12950",1584,"ESPERPENTO RESTAURANT","3295 22nd St",2019-09-26,90,"Foods not protected from contamination","Moderate Risk",2
"12951",7394,"TORINO MARKET","4830 03rd St",2019-09-26,92,"Food safety certificate or food handler card not available","Low Risk",9
"12952",1075,"SANDWICH PLACE, THE","2029 MISSION St",2019-09-26,94,"Improper food storage","Low Risk",2
"12953",69186,"Premier Catering & Events, Inc.","1255 22nd St",2019-09-26,77,"Foods not protected from contamination","Moderate Risk",NA
"12954",68131,"Radio Africa & Kitchen","4800 03rd St",2019-09-26,88,"Unapproved or unmaintained equipment or utensils","Low Risk",9
"12955",66400,"Arabian Nights","2345 Mission St",2019-09-26,75,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"12956",83497,"Petit Crenn","609 Hayes St",2019-09-26,92,"Low risk vermin infestation","Low Risk",NA
"12957",83497,"Petit Crenn","609 Hayes St",2019-09-26,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"12958",69186,"Premier Catering & Events, Inc.","1255 22nd St",2019-09-26,77,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"12959",68131,"Radio Africa & Kitchen","4800 03rd St",2019-09-26,88,"Foods not protected from contamination","Moderate Risk",9
"12960",66400,"Arabian Nights","2345 Mission St",2019-09-26,75,"High risk vermin infestation","High Risk",2
"12961",66400,"Arabian Nights","2345 Mission St",2019-09-26,75,"Moderate risk food holding temperature","Moderate Risk",2
"12962",80280,"Fire of Brazil Express","845 Market St Box A",2019-09-26,96,"Food safety certificate or food handler card not available","Low Risk",NA
"12963",69186,"Premier Catering & Events, Inc.","1255 22nd St",2019-09-26,77,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"12964",66400,"Arabian Nights","2345 Mission St",2019-09-26,75,"Unclean or degraded floors walls or ceilings","Low Risk",2
"12965",68131,"Radio Africa & Kitchen","4800 03rd St",2019-09-26,88,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",9
"12966",69186,"Premier Catering & Events, Inc.","1255 22nd St",2019-09-26,77,"Food safety certificate or food handler card not available","Low Risk",NA
"12967",66400,"Arabian Nights","2345 Mission St",2019-09-26,75,"Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"12968",80280,"Fire of Brazil Express","845 Market St Box A",2019-09-26,96,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"12969",66400,"Arabian Nights","2345 Mission St",2019-09-26,75,"Improper storage of equipment utensils or linens","Low Risk",2
"12970",69186,"Premier Catering & Events, Inc.","1255 22nd St",2019-09-26,77,"Unclean nonfood contact surfaces","Low Risk",NA
"12971",68131,"Radio Africa & Kitchen","4800 03rd St",2019-09-26,88,"Unclean or degraded floors walls or ceilings","Low Risk",9
"12972",69186,"Premier Catering & Events, Inc.","1255 22nd St",2019-09-26,77,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"12973",66400,"Arabian Nights","2345 Mission St",2019-09-26,75,"Unclean nonfood contact surfaces","Low Risk",2
"12974",69186,"Premier Catering & Events, Inc.","1255 22nd St",2019-09-26,77,"High risk food holding temperature","High Risk",NA
"12975",83497,"Petit Crenn","609 Hayes St",2019-09-26,92,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"12976",96779,"SORABOL KOREAN BBQ AND ASIAN NOODLES","845 Market St  FE-3",2019-09-26,78,"Improper cooling methods","High Risk",NA
"12977",94702,"La Canasta Produce","2097 Mission St",2019-09-26,88,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"12978",94702,"La Canasta Produce","2097 Mission St",2019-09-26,88,"Permit license or inspection report not posted","Low Risk",NA
"12979",96779,"SORABOL KOREAN BBQ AND ASIAN NOODLES","845 Market St  FE-3",2019-09-26,78,"Moderate risk vermin infestation","Moderate Risk",NA
"12980",96779,"SORABOL KOREAN BBQ AND ASIAN NOODLES","845 Market St  FE-3",2019-09-26,78,"Unclean nonfood contact surfaces","Low Risk",NA
"12981",75962,"Castillito Yocateco","2052 Mission St",2019-09-26,100,NA,NA,NA
"12982",5817,"LAKESHORE ELEMENTARY SCHOOL","220 MIDDLEFIELD Dr",2019-09-26,100,NA,NA,8
"12983",97192,"HALAL SHOP","1650 Holloway Ave unit C",2019-09-26,100,NA,NA,NA
"12984",94702,"La Canasta Produce","2097 Mission St",2019-09-26,88,"Foods not protected from contamination","Moderate Risk",NA
"12985",96779,"SORABOL KOREAN BBQ AND ASIAN NOODLES","845 Market St  FE-3",2019-09-26,78,"Food safety certificate or food handler card not available","Low Risk",NA
"12986",96779,"SORABOL KOREAN BBQ AND ASIAN NOODLES","845 Market St  FE-3",2019-09-26,78,"High risk food holding temperature","High Risk",NA
"12987",94702,"La Canasta Produce","2097 Mission St",2019-09-26,88,"Improper food labeling or menu misrepresentation","Low Risk",NA
"12988",919,"Ritz-Carlton, SF -  P-37 Restaurant and Bar","600 Stockton St 4th Floor",2019-09-27,96,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"12989",61136,"Lou's Cafe","5017 Geary Blvd",2019-09-27,85,"Permit license or inspection report not posted","Low Risk",4
"12990",3218,"GIORGIO'S PIZZA","151 CLEMENT St",2019-09-27,96,"Moderate risk food holding temperature","Moderate Risk",4
"12991",2262,"Ritz-Carlton SF - Banquet Kitchen","600 Stockton St 2nd Floor",2019-09-27,96,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"12992",5803,"SUNNYSIDE ELEMENTARY SCHOOL","250 FOERSTER St",2019-09-27,92,"Moderate risk food holding temperature","Moderate Risk",8
"12993",61136,"Lou's Cafe","5017 Geary Blvd",2019-09-27,85,"Unapproved or unmaintained equipment or utensils","Low Risk",4
"12994",61136,"Lou's Cafe","5017 Geary Blvd",2019-09-27,85,"Unpermitted food facility","Low Risk",4
"12995",5803,"SUNNYSIDE ELEMENTARY SCHOOL","250 FOERSTER St",2019-09-27,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",8
"12996",61136,"Lou's Cafe","5017 Geary Blvd",2019-09-27,85,"Inadequate dressing rooms or improper storage of personal items","Low Risk",4
"12997",2262,"Ritz-Carlton SF - Banquet Kitchen","600 Stockton St 2nd Floor",2019-09-27,96,"Inadequate warewashing facilities or equipment","Low Risk",3
"12998",5946,"Notre Dame des Victoires","659 Pine St",2019-09-27,98,"Low risk vermin infestation","Low Risk",3
"12999",61136,"Lou's Cafe","5017 Geary Blvd",2019-09-27,85,"High risk food holding temperature","High Risk",4
"13000",919,"Ritz-Carlton, SF -  P-37 Restaurant and Bar","600 Stockton St 4th Floor",2019-09-27,96,"Inadequate warewashing facilities or equipment","Low Risk",3
"13001",88119,"Tancca LLC","5015 Geary Blvd",2019-09-27,94,"Low risk vermin infestation","Low Risk",NA
"13002",88119,"Tancca LLC","5015 Geary Blvd",2019-09-27,94,"Unpermitted food facility","Low Risk",NA
"13003",74133,"The Little Spot Cafe","1199 South Van Ness Ave",2019-09-27,88,"Unclean nonfood contact surfaces","Low Risk",NA
"13004",88119,"Tancca LLC","5015 Geary Blvd",2019-09-27,94,"Permit license or inspection report not posted","Low Risk",NA
"13005",74133,"The Little Spot Cafe","1199 South Van Ness Ave",2019-09-27,88,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"13006",74133,"The Little Spot Cafe","1199 South Van Ness Ave",2019-09-27,88,"Moderate risk vermin infestation","Moderate Risk",NA
"13007",74133,"The Little Spot Cafe","1199 South Van Ness Ave",2019-09-27,88,"Moderate risk food holding temperature","Moderate Risk",NA
"13008",5825,"GUADALUPE ELEMENTARY SCHOOL","859 PRAGUE St",2019-09-27,100,NA,NA,1
"13009",5925,"ARCHBISHOP RIORDAN HIGH SCHOOL CAFE","175 PHELAN",2019-09-27,100,NA,NA,8
"13010",100204,"CUIA ACAI & POSITIVE FOOD","1 MARKET ST STE 8",2019-09-27,100,NA,NA,NA
"13011",94255,"DNM Hot Pot","1115 Clement St",2019-09-27,100,NA,NA,NA
"13012",98303,"NOE'S CANTINA INC","1199 CHURCH ST",2019-09-27,82,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13013",98303,"NOE'S CANTINA INC","1199 CHURCH ST",2019-09-27,82,"Improper cooling methods","High Risk",NA
"13014",98303,"NOE'S CANTINA INC","1199 CHURCH ST",2019-09-27,82,"Sewage or wastewater contamination","High Risk",NA
"13015",101430,"IZAKAYA MAYUMI","2221 CLEMENT ST",2019-09-30,96,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13016",744,"Cafe Bellini","865 MARKET St C45",2019-09-30,92,"Moderate risk food holding temperature","Moderate Risk",10
"13017",4718,"MAY FLOWER MKT.","2498 FILLMORE St",2019-09-30,83,"Insufficient hot water or running water","Moderate Risk",6
"13018",59577,"Pasta Moto of San Francisco Centre LLC","845 Market St FE6",2019-09-30,81,"Permit license or inspection report not posted","Low Risk",10
"13019",1983,"Four Star Theatre - Snack Bar","2200 CLEMENT St",2019-09-30,94,"Moderate risk food holding temperature","Moderate Risk",4
"13020",2716,"RED A BAKERY","634 CLEMENT St",2019-09-30,94,"Low risk vermin infestation","Low Risk",4
"13021",59577,"Pasta Moto of San Francisco Centre LLC","845 Market St FE6",2019-09-30,81,"Unapproved or unmaintained equipment or utensils","Low Risk",10
"13022",4718,"MAY FLOWER MKT.","2498 FILLMORE St",2019-09-30,83,"Improper reheating of food","High Risk",6
"13023",95188,"Aroma Tea Shop","430 Beach St",2019-09-30,88,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"13024",59577,"Pasta Moto of San Francisco Centre LLC","845 Market St FE6",2019-09-30,81,"Improper or defective plumbing","Low Risk",10
"13025",2716,"RED A BAKERY","634 CLEMENT St",2019-09-30,94,"Inadequate ventilation or lighting","Low Risk",4
"13026",59577,"Pasta Moto of San Francisco Centre LLC","845 Market St FE6",2019-09-30,81,"Food safety certificate or food handler card not available","Low Risk",10
"13027",59577,"Pasta Moto of San Francisco Centre LLC","845 Market St FE6",2019-09-30,81,"Improper food storage","Low Risk",10
"13028",4718,"MAY FLOWER MKT.","2498 FILLMORE St",2019-09-30,83,"Unapproved or unmaintained equipment or utensils","Low Risk",6
"13029",2716,"RED A BAKERY","634 CLEMENT St",2019-09-30,94,"Unclean nonfood contact surfaces","Low Risk",4
"13030",59577,"Pasta Moto of San Francisco Centre LLC","845 Market St FE6",2019-09-30,81,"High risk food holding temperature","High Risk",10
"13031",4718,"MAY FLOWER MKT.","2498 FILLMORE St",2019-09-30,83,"Moderate risk vermin infestation","Moderate Risk",6
"13032",1983,"Four Star Theatre - Snack Bar","2200 CLEMENT St",2019-09-30,94,"Unapproved or unmaintained equipment or utensils","Low Risk",4
"13033",744,"Cafe Bellini","865 MARKET St C45",2019-09-30,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",10
"13034",59577,"Pasta Moto of San Francisco Centre LLC","845 Market St FE6",2019-09-30,81,"Unclean or degraded floors walls or ceilings","Low Risk",10
"13035",85500,"Y & Y Vietnamese Restaurant","914 Clement St",2019-09-30,92,"Improper storage of equipment utensils or linens","Low Risk",NA
"13036",94347,"Mayah's Restaurant Cafe","550 15th St",2019-09-30,82,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"13037",68036,"City Chopsticks","883 Bush St",2019-09-30,92,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"13038",90583,"Mixt Greens/Mixt","51 Yerba Buena Lane",2019-09-30,85,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"13039",88555,"Betty Lou's Seafood & Grill","318 Columbus St",2019-09-30,94,"Moderate risk food holding temperature","Moderate Risk",NA
"13040",94347,"Mayah's Restaurant Cafe","550 15th St",2019-09-30,82,"Foods not protected from contamination","Moderate Risk",NA
"13041",88555,"Betty Lou's Seafood & Grill","318 Columbus St",2019-09-30,94,"Low risk vermin infestation","Low Risk",NA
"13042",91067,"Soma Sushi","764 Harrison St",2019-09-30,75,"Improper thawing methods","Moderate Risk",NA
"13043",69606,"El Porteno I Restaurant","5173 MISSION St",2019-09-30,77,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",1
"13044",85500,"Y & Y Vietnamese Restaurant","914 Clement St",2019-09-30,92,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"13045",69606,"El Porteno I Restaurant","5173 MISSION St",2019-09-30,77,"High risk food holding temperature","High Risk",1
"13046",91067,"Soma Sushi","764 Harrison St",2019-09-30,75,"Low risk vermin infestation","Low Risk",NA
"13047",91067,"Soma Sushi","764 Harrison St",2019-09-30,75,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13048",85500,"Y & Y Vietnamese Restaurant","914 Clement St",2019-09-30,92,"Foods not protected from contamination","Moderate Risk",NA
"13049",69606,"El Porteno I Restaurant","5173 MISSION St",2019-09-30,77,"Moderate risk vermin infestation","Moderate Risk",1
"13050",94347,"Mayah's Restaurant Cafe","550 15th St",2019-09-30,82,"Insufficient hot water or running water","Moderate Risk",NA
"13051",68036,"City Chopsticks","883 Bush St",2019-09-30,92,"Low risk vermin infestation","Low Risk",3
"13052",91067,"Soma Sushi","764 Harrison St",2019-09-30,75,"Moderate risk food holding temperature","Moderate Risk",NA
"13053",90583,"Mixt Greens/Mixt","51 Yerba Buena Lane",2019-09-30,85,"High risk vermin infestation","High Risk",NA
"13054",87889,"K-Elements BBQ","2140 Clement St.",2019-09-30,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"13055",94347,"Mayah's Restaurant Cafe","550 15th St",2019-09-30,82,"Moderate risk vermin infestation","Moderate Risk",NA
"13056",69606,"El Porteno I Restaurant","5173 MISSION St",2019-09-30,77,"Inadequate and inaccessible handwashing facilities","Moderate Risk",1
"13057",69606,"El Porteno I Restaurant","5173 MISSION St",2019-09-30,77,"Improper storage of equipment utensils or linens","Low Risk",1
"13058",91067,"Soma Sushi","764 Harrison St",2019-09-30,75,"Improper cooling methods","High Risk",NA
"13059",94347,"Mayah's Restaurant Cafe","550 15th St",2019-09-30,82,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"13060",68036,"City Chopsticks","883 Bush St",2019-09-30,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",3
"13061",91067,"Soma Sushi","764 Harrison St",2019-09-30,75,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"13062",90583,"Mixt Greens/Mixt","51 Yerba Buena Lane",2019-09-30,85,"Inadequate procedures or records for time as a public health control","Moderate Risk",NA
"13063",87889,"K-Elements BBQ","2140 Clement St.",2019-09-30,92,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13064",69606,"El Porteno I Restaurant","5173 MISSION St",2019-09-30,77,"Improper food storage","Low Risk",1
"13065",99136,"ALLSTARS DONUTS","399 5TH ST",2019-09-30,73,"Foods not protected from contamination","Moderate Risk",NA
"13066",99136,"ALLSTARS DONUTS","399 5TH ST",2019-09-30,73,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"13067",95188,"Aroma Tea Shop","430 Beach St",2019-09-30,88,"Improper food storage","Low Risk",NA
"13068",99136,"ALLSTARS DONUTS","399 5TH ST",2019-09-30,73,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"13069",99136,"ALLSTARS DONUTS","399 5TH ST",2019-09-30,73,"High risk vermin infestation","High Risk",NA
"13070",99136,"ALLSTARS DONUTS","399 5TH ST",2019-09-30,73,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"13071",95188,"Aroma Tea Shop","430 Beach St",2019-09-30,88,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
