business_id	business_name	business_address	inspection_date	inspection_score	violation_description	risk_category	Current Supervisor Districts
86658	Clay Oven Indian Cuisine	1689 Church St	2019-09-10	90	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
84889	Win Garden	2794 Diamond St	2019-09-10	86	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
80164	Ramen Underground	356 Kearny St	2019-09-10	75	Improper cooling methods	High Risk	NA
92099	Emmys Spaghetti Shack	3230 Mission St.	2019-09-10	78	Low risk vermin infestation	Low Risk	NA
80164	Ramen Underground	356 Kearny St	2019-09-10	75	Unclean or unsanitary food contact surfaces	High Risk	NA
92099	Emmys Spaghetti Shack	3230 Mission St.	2019-09-10	78	High risk food holding temperature	High Risk	NA
79961	Taqueria El Farolito #10	358 Beach St	2019-09-10	89	High risk food holding temperature	High Risk	NA
86658	Clay Oven Indian Cuisine	1689 Church St	2019-09-10	90	Unclean nonfood contact surfaces	Low Risk	NA
68865	Grant Place Restaurant	737 Washington St	2019-09-10	87	Foods not protected from contamination	Moderate Risk	3
65679	Red House Bakery	2818 San Bruno Ave	2019-09-10	85	Unapproved or unmaintained equipment or utensils	Low Risk	2
76465	Firetrail Pizza	428 11th St	2019-09-10	87	Mobile food facility not operating with an approved commissary	High Risk	NA
85169	Alamo Drafthouse Cinema	2550 Mission St	2019-09-10	94	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
92099	Emmys Spaghetti Shack	3230 Mission St.	2019-09-10	78	Improper cooling methods	High Risk	NA
68865	Grant Place Restaurant	737 Washington St	2019-09-10	87	Unclean or degraded floors walls or ceilings	Low Risk	3
84889	Win Garden	2794 Diamond St	2019-09-10	86	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
84889	Win Garden	2794 Diamond St	2019-09-10	86	Foods not protected from contamination	Moderate Risk	NA
79961	Taqueria El Farolito #10	358 Beach St	2019-09-10	89	Moderate risk vermin infestation	Moderate Risk	NA
87700	Banh Mi House	2701 San Bruno Ave	2019-09-10	94	Inadequate warewashing facilities or equipment	Low Risk	NA
92099	Emmys Spaghetti Shack	3230 Mission St.	2019-09-10	78	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
80164	Ramen Underground	356 Kearny St	2019-09-10	75	Improper thawing methods	Moderate Risk	NA
87700	Banh Mi House	2701 San Bruno Ave	2019-09-10	94	Improper food storage	Low Risk	NA
65679	Red House Bakery	2818 San Bruno Ave	2019-09-10	85	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	2
84889	Win Garden	2794 Diamond St	2019-09-10	86	Low risk vermin infestation	Low Risk	NA
76465	Firetrail Pizza	428 11th St	2019-09-10	87	Other low risk violation	Low Risk	NA
68865	Grant Place Restaurant	737 Washington St	2019-09-10	87	High risk food holding temperature	High Risk	3
86658	Clay Oven Indian Cuisine	1689 Church St	2019-09-10	90	Foods not protected from contamination	Moderate Risk	NA
84889	Win Garden	2794 Diamond St	2019-09-10	86	Employee eating or smoking	Moderate Risk	NA
85169	Alamo Drafthouse Cinema	2550 Mission St	2019-09-10	94	Unclean or degraded floors walls or ceilings	Low Risk	NA
92099	Emmys Spaghetti Shack	3230 Mission St.	2019-09-10	78	Unapproved or unmaintained equipment or utensils	Low Risk	NA
68814	Farley's	1315 18th St	2019-09-10	94	Unclean or degraded floors walls or ceilings	Low Risk	11
87700	Banh Mi House	2701 San Bruno Ave	2019-09-10	94	Unapproved or unmaintained equipment or utensils	Low Risk	NA
76465	Firetrail Pizza	428 11th St	2019-09-10	87	Permit license or inspection report not posted	Low Risk	NA
65679	Red House Bakery	2818 San Bruno Ave	2019-09-10	85	High risk food holding temperature	High Risk	2
86658	Clay Oven Indian Cuisine	1689 Church St	2019-09-10	90	Permit license or inspection report not posted	Low Risk	NA
97735	PUSHCART FARE	3224 22nd St	2019-09-10	79	Unapproved or unmaintained equipment or utensils	Low Risk	NA
97735	PUSHCART FARE	3224 22nd St	2019-09-10	79	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
5811	MANN MIDDLE SCHOOL	3351 23rd St	2019-09-10	100	NA	NA	2
85091	Bon Appetit @ William Sonoma	3250 Van Ness Ave	2019-09-10	98	NA	NA	NA
97735	PUSHCART FARE	3224 22nd St	2019-09-10	79	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
97735	PUSHCART FARE	3224 22nd St	2019-09-10	79	High risk food holding temperature	High Risk	NA
5831	FRANK MCCOPPIN ELEMENTARY SCHOOL	651 06th Ave	2019-09-10	100	NA	NA	4
11416	El Beach Burrito	3914 Judah St	2019-09-11	92	Improper storage of equipment utensils or linens	Low Risk	7
3031	Victor's Pizza	1411 Polk St	2019-09-11	94	Low risk vermin infestation	Low Risk	3
59574	Pan Lido Salvadoreno	3147 22nd St	2019-09-11	85	Low risk vermin infestation	Low Risk	2
13838	Judahlicious Juice	3906 Judah st	2019-09-11	90	Unclean or degraded floors walls or ceilings	Low Risk	7
4694	CONVENIENCE DELI & GROCERY	1201 LAGUNA St	2019-09-11	94	Food safety certificate or food handler card not available	Low Risk	11
429	Calzone's	430 Columbus Ave	2019-09-11	87	Improper storage of equipment utensils or linens	Low Risk	3
59574	Pan Lido Salvadoreno	3147 22nd St	2019-09-11	85	Unclean or unsanitary food contact surfaces	High Risk	2
5257	LITTLE BAOBAB	3388 19th St	2019-09-11	82	Inadequate and inaccessible handwashing facilities	Moderate Risk	2
11416	El Beach Burrito	3914 Judah St	2019-09-11	92	Food safety certificate or food handler card not available	Low Risk	7
35340	Cornerstone Academy	501 Cambridge St	2019-09-11	98	Permit license or inspection report not posted	Low Risk	2
5915	ST. ANTHONY'S ELEMENTARY	299 Precita Ave	2019-09-11	94	Moderate risk food holding temperature	Moderate Risk	2
59574	Pan Lido Salvadoreno	3147 22nd St	2019-09-11	85	Employee eating or smoking	Moderate Risk	2
4694	CONVENIENCE DELI & GROCERY	1201 LAGUNA St	2019-09-11	94	Foods not protected from contamination	Moderate Risk	11
429	Calzone's	430 Columbus Ave	2019-09-11	87	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
5257	LITTLE BAOBAB	3388 19th St	2019-09-11	82	Unapproved or unmaintained equipment or utensils	Low Risk	2
13838	Judahlicious Juice	3906 Judah st	2019-09-11	90	Employee eating or smoking	Moderate Risk	7
5926	SAN FRANCISCO SCHOOL, THE	300 GAVEN St	2019-09-11	98	Improper or defective plumbing	Low Risk	2
5915	ST. ANTHONY'S ELEMENTARY	299 Precita Ave	2019-09-11	94	Food safety certificate or food handler card not available	Low Risk	2
11416	El Beach Burrito	3914 Judah St	2019-09-11	92	Unclean or degraded floors walls or ceilings	Low Risk	7
429	Calzone's	430 Columbus Ave	2019-09-11	87	High risk food holding temperature	High Risk	3
5257	LITTLE BAOBAB	3388 19th St	2019-09-11	82	Insufficient hot water or running water	Moderate Risk	2
13838	Judahlicious Juice	3906 Judah st	2019-09-11	90	Moderate risk vermin infestation	Moderate Risk	7
5257	LITTLE BAOBAB	3388 19th St	2019-09-11	82	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	2
59574	Pan Lido Salvadoreno	3147 22nd St	2019-09-11	85	Unclean nonfood contact surfaces	Low Risk	2
11416	El Beach Burrito	3914 Judah St	2019-09-11	92	Permit license or inspection report not posted	Low Risk	7
3031	Victor's Pizza	1411 Polk St	2019-09-11	94	Moderate risk food holding temperature	Moderate Risk	3
2750	HAMANO SUSHI	1332 CASTRO St	2019-09-11	96	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	5
5257	LITTLE BAOBAB	3388 19th St	2019-09-11	82	Moderate risk vermin infestation	Moderate Risk	2
77778	Thai Thai Noodle 2	1400 California St	2019-09-11	90	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
66705	Green Island Restaurant	4012 Geary Blvd	2019-09-11	71	High risk food holding temperature	High Risk	4
88340	Joyful Kitchen	1919 Ocean Ave	2019-09-11	75	Unapproved or unmaintained equipment or utensils	Low Risk	NA
79528	Tuyet Mai	547 Hyde St	2019-09-11	76	High risk food holding temperature	High Risk	NA
92555	Toy Soldier	52 Belden Pl	2019-09-11	92	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
89751	Fisherman's Grotto	2847 Taylor St	2019-09-11	90	Moderate risk food holding temperature	Moderate Risk	NA
74305	Luke's Local	1750 Cesar Chavez St Unit E	2019-09-11	91	Unclean or degraded floors walls or ceilings	Low Risk	NA
79528	Tuyet Mai	547 Hyde St	2019-09-11	76	Improper thawing methods	Moderate Risk	NA
66705	Green Island Restaurant	4012 Geary Blvd	2019-09-11	71	Inadequate and inaccessible handwashing facilities	Moderate Risk	4
91450	Native Catering SF	1501 Cortland Ave	2019-09-11	94	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
92555	Toy Soldier	52 Belden Pl	2019-09-11	92	Improper storage of equipment utensils or linens	Low Risk	NA
67067	Tupelo	1337 Grant Ave	2019-09-11	88	Insufficient hot water or running water	Moderate Risk	3
66705	Green Island Restaurant	4012 Geary Blvd	2019-09-11	71	Unclean or unsanitary food contact surfaces	High Risk	4
79528	Tuyet Mai	547 Hyde St	2019-09-11	76	Unclean or unsanitary food contact surfaces	High Risk	NA
66705	Green Island Restaurant	4012 Geary Blvd	2019-09-11	71	Unclean or degraded floors walls or ceilings	Low Risk	4
88340	Joyful Kitchen	1919 Ocean Ave	2019-09-11	75	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
77778	Thai Thai Noodle 2	1400 California St	2019-09-11	90	Unpermitted food facility	Low Risk	NA
74305	Luke's Local	1750 Cesar Chavez St Unit E	2019-09-11	91	Other high risk violation	High Risk	NA
88340	Joyful Kitchen	1919 Ocean Ave	2019-09-11	75	Unclean hands or improper use of gloves	High Risk	NA
88340	Joyful Kitchen	1919 Ocean Ave	2019-09-11	75	Improper storage of equipment utensils or linens	Low Risk	NA
92555	Toy Soldier	52 Belden Pl	2019-09-11	92	Unpermitted food facility	Low Risk	NA
66705	Green Island Restaurant	4012 Geary Blvd	2019-09-11	71	High risk vermin infestation	High Risk	4
88340	Joyful Kitchen	1919 Ocean Ave	2019-09-11	75	Improper thawing methods	Moderate Risk	NA
89751	Fisherman's Grotto	2847 Taylor St	2019-09-11	90	Unapproved or unmaintained equipment or utensils	Low Risk	NA
79528	Tuyet Mai	547 Hyde St	2019-09-11	76	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
88340	Joyful Kitchen	1919 Ocean Ave	2019-09-11	75	Unclean or degraded floors walls or ceilings	Low Risk	NA
67067	Tupelo	1337 Grant Ave	2019-09-11	88	Improper thawing methods	Moderate Risk	3
91450	Native Catering SF	1501 Cortland Ave	2019-09-11	94	Food safety certificate or food handler card not available	Low Risk	NA
77778	Thai Thai Noodle 2	1400 California St	2019-09-11	90	Employee eating or smoking	Moderate Risk	NA
79528	Tuyet Mai	547 Hyde St	2019-09-11	76	Unapproved or unmaintained equipment or utensils	Low Risk	NA
88340	Joyful Kitchen	1919 Ocean Ave	2019-09-11	75	Foods not protected from contamination	Moderate Risk	NA
89751	Fisherman's Grotto	2847 Taylor St	2019-09-11	90	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
88340	Joyful Kitchen	1919 Ocean Ave	2019-09-11	75	Inadequate or unsanitary refuse containers or area or no garbage service	Low Risk	NA
67067	Tupelo	1337 Grant Ave	2019-09-11	88	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
91450	Native Catering SF	1501 Cortland Ave	2019-09-11	94	Permit license or inspection report not posted	Low Risk	NA
70425	Peet's Coffee & Tea	1509 SLOAT Blvd	2019-09-11	98	Unclean or degraded floors walls or ceilings	Low Risk	NA
98360	Sushi Ondo	1550 HOWARD ST	2019-09-11	86	Low risk vermin infestation	Low Risk	NA
98615	LAGUNA	602 HAYES ST	2019-09-11	73	Foods not protected from contamination	Moderate Risk	NA
98360	Sushi Ondo	1550 HOWARD ST	2019-09-11	86	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
100215	CHICKEN N WAFFLES PLACE	1968 LOMBARD ST	2019-09-11	92	Unapproved or unmaintained equipment or utensils	Low Risk	NA
98360	Sushi Ondo	1550 HOWARD ST	2019-09-11	86	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
5889	O'CONNELL HIGH SCHOOL	2355 FOLSOM St	2019-09-11	100	NA	NA	2
98305	MoMo Noodle	428 11th	2019-09-11	98	Other low risk violation	Low Risk	NA
98615	LAGUNA	602 HAYES ST	2019-09-11	73	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
5870	CARMICHAEL ELEMENTARY SCHOOL	55 SHERMAN St	2019-09-11	100	NA	NA	10
81064	Organic Chef Catering	1760 Cesar Chavez St F	2019-09-11	100	NA	NA	NA
96573	KKOCHI KOREAN BBQ RESTAURANT	704 POST ST	2019-09-11	96	Insufficient hot water or running water	Moderate Risk	NA
98615	LAGUNA	602 HAYES ST	2019-09-11	73	Insufficient hot water or running water	Moderate Risk	NA
5891	FILIPINO ED. CTR ELEMENTARY SCHOOL	824 HARRISON St	2019-09-11	100	NA	NA	10
98360	Sushi Ondo	1550 HOWARD ST	2019-09-11	86	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
102067	Humphry Slocombe Ice Cream	1 Ferry Building Plaza	2019-09-11	100	NA	NA	NA
98615	LAGUNA	602 HAYES ST	2019-09-11	73	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
100215	CHICKEN N WAFFLES PLACE	1968 LOMBARD ST	2019-09-11	92	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
98615	LAGUNA	602 HAYES ST	2019-09-11	73	Food safety certificate or food handler card not available	Low Risk	NA
69769	Whole Foods Market	1150 Ocean Ave	2019-09-11	100	NA	NA	8
97064	MUMSA LLC	1750 Cesar Chavez St  Suite E	2019-09-11	100	NA	NA	NA
4434	NOE VALLEY BAKERY & BREAD CO.	4073 24th St	2019-09-11	100	NA	NA	5
98360	Sushi Ondo	1550 HOWARD ST	2019-09-11	86	Food safety certificate or food handler card not available	Low Risk	NA
98615	LAGUNA	602 HAYES ST	2019-09-11	73	High risk food holding temperature	High Risk	NA
81166	Subway Sandwiches #61241	1501 B Sloat Blvd	2019-09-11	100	NA	NA	NA
98615	LAGUNA	602 HAYES ST	2019-09-11	73	Unapproved or unmaintained equipment or utensils	Low Risk	NA
100215	CHICKEN N WAFFLES PLACE	1968 LOMBARD ST	2019-09-11	92	Foods not protected from contamination	Moderate Risk	NA
5859	BURTON HIGH SCHOOL	400 MANSELL St	2019-09-12	98	Unapproved or unmaintained equipment or utensils	Low Risk	2
116	The Waterfront Restaurant	Pier 7 Embarcadero	2019-09-12	74	Improper cooling methods	High Risk	3
64195	Golden Gate Indian Cuisine & Pizza	1388 C 46th Ave	2019-09-12	88	Inadequate and inaccessible handwashing facilities	Moderate Risk	7
64195	Golden Gate Indian Cuisine & Pizza	1388 C 46th Ave	2019-09-12	88	Unapproved or unmaintained equipment or utensils	Low Risk	7
116	The Waterfront Restaurant	Pier 7 Embarcadero	2019-09-12	74	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
23273	Mike Market	2200 SILVER Ave	2019-09-12	94	Moderate risk vermin infestation	Moderate Risk	9
16441	Hawaiian Drive Inn	2600 San Bruno Ave	2019-09-12	74	Unclean nonfood contact surfaces	Low Risk	2
7646	VALENCIA GROCERY	1300 VALENCIA St	2019-09-12	98	No plan review or Building Permit	Low Risk	5
16441	Hawaiian Drive Inn	2600 San Bruno Ave	2019-09-12	74	Moderate risk food holding temperature	Moderate Risk	2
64195	Golden Gate Indian Cuisine & Pizza	1388 C 46th Ave	2019-09-12	88	Foods not protected from contamination	Moderate Risk	7
10030	Marshall Elementary School	1575 15th St	2019-09-12	98	Unapproved or unmaintained equipment or utensils	Low Risk	2
5858	DREW ELEMENTARY SCHOOL	50 POMONA Ave	2019-09-12	93	High risk food holding temperature	High Risk	9
16441	Hawaiian Drive Inn	2600 San Bruno Ave	2019-09-12	74	Unclean or degraded floors walls or ceilings	Low Risk	2
16441	Hawaiian Drive Inn	2600 San Bruno Ave	2019-09-12	74	Improper thawing methods	Moderate Risk	2
64195	Golden Gate Indian Cuisine & Pizza	1388 C 46th Ave	2019-09-12	88	Unclean or degraded floors walls or ceilings	Low Risk	7
64351	Fatted Calf SF	320 Fell St	2019-09-12	86	High risk food holding temperature	High Risk	11
16441	Hawaiian Drive Inn	2600 San Bruno Ave	2019-09-12	74	Unclean or unsanitary food contact surfaces	High Risk	2
116	The Waterfront Restaurant	Pier 7 Embarcadero	2019-09-12	74	High risk food holding temperature	High Risk	3
116	The Waterfront Restaurant	Pier 7 Embarcadero	2019-09-12	74	Improper thawing methods	Moderate Risk	3
5842	GRATTAN ELEMENTARY SCHOOL	165 GRATTAN St	2019-09-12	96	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	11
16441	Hawaiian Drive Inn	2600 San Bruno Ave	2019-09-12	74	Unclean hands or improper use of gloves	High Risk	2
116	The Waterfront Restaurant	Pier 7 Embarcadero	2019-09-12	74	Insufficient hot water or running water	Moderate Risk	3
64351	Fatted Calf SF	320 Fell St	2019-09-12	86	Unclean or unsanitary food contact surfaces	High Risk	11
4474	17th & Noe Market	3900 17th St	2019-09-12	96	Foods not protected from contamination	Moderate Risk	5
6005	Salvation Army Cen. Corps / Sr. Act. Ctr	360 04th St	2019-09-12	96	Moderate risk food holding temperature	Moderate Risk	10
23273	Mike Market	2200 SILVER Ave	2019-09-12	94	Unapproved or unmaintained equipment or utensils	Low Risk	9
93617	Native Co.	168 Sutter St	2019-09-12	81	Food safety certificate or food handler card not available	Low Risk	NA
86539	Sababa	329 Kearny St	2019-09-12	96	Unclean or degraded floors walls or ceilings	Low Risk	NA
66687	Chipotle Mexican Grill	1523 SLOAT Blvd	2019-09-12	96	Unapproved or unmaintained equipment or utensils	Low Risk	8
83148	My Tofu House	4627 Geary Blvd	2019-09-12	94	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
92998	Johnny Doughnuts	392 Fulton St	2019-09-12	92	Unclean or degraded floors walls or ceilings	Low Risk	NA
72020	Linea	3417 18th St	2019-09-12	96	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
91852	Tartine Commissary	550 Alabama St.	2019-09-12	89	High risk food holding temperature	High Risk	NA
87154	Seaglass Restaurant	Pier 15, the Embarcadero	2019-09-12	92	Low risk vermin infestation	Low Risk	NA
82142	The Noodle House	1507 Sloat Blvd	2019-09-12	86	Moderate risk food holding temperature	Moderate Risk	NA
66687	Chipotle Mexican Grill	1523 SLOAT Blvd	2019-09-12	96	Unclean or degraded floors walls or ceilings	Low Risk	8
93617	Native Co.	168 Sutter St	2019-09-12	81	Inadequate ventilation or lighting	Low Risk	NA
86539	Sababa	329 Kearny St	2019-09-12	96	Inadequate ventilation or lighting	Low Risk	NA
93617	Native Co.	168 Sutter St	2019-09-12	81	Unclean or degraded floors walls or ceilings	Low Risk	NA
93489	Subway #51109	177 Townsend St Ste 200	2019-09-12	84	Permit license or inspection report not posted	Low Risk	NA
91852	Tartine Commissary	550 Alabama St.	2019-09-12	89	Unpermitted food facility	Low Risk	NA
82142	The Noodle House	1507 Sloat Blvd	2019-09-12	86	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
93489	Subway #51109	177 Townsend St Ste 200	2019-09-12	84	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
92998	Johnny Doughnuts	392 Fulton St	2019-09-12	92	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
93489	Subway #51109	177 Townsend St Ste 200	2019-09-12	84	Moderate risk food holding temperature	Moderate Risk	NA
93617	Native Co.	168 Sutter St	2019-09-12	81	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
83148	My Tofu House	4627 Geary Blvd	2019-09-12	94	Food safety certificate or food handler card not available	Low Risk	NA
87154	Seaglass Restaurant	Pier 15, the Embarcadero	2019-09-12	92	Moderate risk food holding temperature	Moderate Risk	NA
93959	Willie L. Jr. Brown	2055 Silver Ave	2019-09-12	98	Unapproved or unmaintained equipment or utensils	Low Risk	NA
93617	Native Co.	168 Sutter St	2019-09-12	81	Improper cooling methods	High Risk	NA
92998	Johnny Doughnuts	392 Fulton St	2019-09-12	92	Improper food storage	Low Risk	NA
93489	Subway #51109	177 Townsend St Ste 200	2019-09-12	84	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
93489	Subway #51109	177 Townsend St Ste 200	2019-09-12	84	Improper thawing methods	Moderate Risk	NA
82142	The Noodle House	1507 Sloat Blvd	2019-09-12	86	Foods not protected from contamination	Moderate Risk	NA
87154	Seaglass Restaurant	Pier 15, the Embarcadero	2019-09-12	92	Improper storage of equipment utensils or linens	Low Risk	NA
83148	My Tofu House	4627 Geary Blvd	2019-09-12	94	Unapproved or unmaintained equipment or utensils	Low Risk	NA
82142	The Noodle House	1507 Sloat Blvd	2019-09-12	86	Unclean or degraded floors walls or ceilings	Low Risk	NA
93617	Native Co.	168 Sutter St	2019-09-12	81	Unapproved or unmaintained equipment or utensils	Low Risk	NA
99419	ALTA VISTA - LOWER SCHOOL	450 SOMERSET ST	2019-09-12	96	Unapproved or unmaintained equipment or utensils	Low Risk	NA
89701	Thomas Edison Charter Academy	3531 22nd St	2019-09-12	100	NA	NA	NA
100055	Twirl and Dip	335 Martin Luther King Jr. Dr	2019-09-12	82	No hot water or running water	High Risk	NA
94502	New Fortune Restaurant	811 Stockton St	2019-09-12	91	Improper cooling methods	High Risk	NA
94612	Sidewalk Juice	3287 21st St	2019-09-12	86	Insufficient hot water or running water	Moderate Risk	NA
94502	New Fortune Restaurant	811 Stockton St	2019-09-12	91	Unapproved or unmaintained equipment or utensils	Low Risk	NA
60387	Mendelsohn House	737 FOLSOM St	2019-09-12	100	NA	NA	10
99992	URBAN EXPRESS KITCHENS LLC	475 06th ST	2019-09-12	91	High risk food holding temperature	High Risk	NA
94612	Sidewalk Juice	3287 21st St	2019-09-12	86	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
94612	Sidewalk Juice	3287 21st St	2019-09-12	86	Unapproved or unmaintained equipment or utensils	Low Risk	NA
99992	URBAN EXPRESS KITCHENS LLC	475 06th ST	2019-09-12	91	Unapproved or unmaintained equipment or utensils	Low Risk	NA
100055	Twirl and Dip	335 Martin Luther King Jr. Dr	2019-09-12	82	Moderate risk food holding temperature	Moderate Risk	NA
6000	Mission Neighborhood Centers	362 Capp St	2019-09-12	100	NA	NA	2
99419	ALTA VISTA - LOWER SCHOOL	450 SOMERSET ST	2019-09-12	96	Permit license or inspection report not posted	Low Risk	NA
5862	MARTIN L. KING MIDDLE SCHOOL	350 GIRARD St	2019-09-12	100	NA	NA	2
94612	Sidewalk Juice	3287 21st St	2019-09-12	86	Moderate risk vermin infestation	Moderate Risk	NA
100055	Twirl and Dip	335 Martin Luther King Jr. Dr	2019-09-12	82	Mobile food facility with unapproved operating conditions	High Risk	NA
34411	Gabby's Market & Deli	201 Harrison St C	2019-09-13	98	Improper food storage	Low Risk	10
2279	Golden Donuts	5401 GEARY Blvd	2019-09-13	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	4
5215	San Francisco Rescue Mission Cafe	226 Jones St	2019-09-13	88	Improper thawing methods	Moderate Risk	10
4186	Broadway Studios	435 Broadway St	2019-09-13	NA	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
5215	San Francisco Rescue Mission Cafe	226 Jones St	2019-09-13	88	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	10
2279	Golden Donuts	5401 GEARY Blvd	2019-09-13	90	Inadequate ventilation or lighting	Low Risk	4
5942	EPIPHANY ELEMENTARY	600 Italy Ave	2019-09-13	96	Food safety certificate or food handler card not available	Low Risk	1
13062	Everett Middle School	450 Church St	2019-09-13	98	Unapproved or unmaintained equipment or utensils	Low Risk	5
4186	Broadway Studios	435 Broadway St	2019-09-13	NA	Foods not protected from contamination	Moderate Risk	3
2279	Golden Donuts	5401 GEARY Blvd	2019-09-13	90	Unclean nonfood contact surfaces	Low Risk	4
5215	San Francisco Rescue Mission Cafe	226 Jones St	2019-09-13	88	Moderate risk vermin infestation	Moderate Risk	10
5942	EPIPHANY ELEMENTARY	600 Italy Ave	2019-09-13	96	Permit license or inspection report not posted	Low Risk	1
5893	CLEVELAND ELEMENTARY SCHOOL	455 ATHENS St	2019-09-13	96	Inadequate and inaccessible handwashing facilities	Moderate Risk	1
2279	Golden Donuts	5401 GEARY Blvd	2019-09-13	90	Improper food storage	Low Risk	4
5835	Rosa Parks Elementary School	1501 O'Farrell St	2019-09-13	98	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	11
87954	Tipsy Tap LLC	601 Mission Bay Blvd North	2019-09-13	91	Permit license or inspection report not posted	Low Risk	NA
93131	Nucha	601 Mission Blvd	2019-09-13	76	High risk food holding temperature	High Risk	NA
88718	Rambler	545 Post St	2019-09-13	86	Improper cooling methods	High Risk	NA
93131	Nucha	601 Mission Blvd	2019-09-13	76	No hot water or running water	High Risk	NA
93131	Nucha	601 Mission Blvd	2019-09-13	76	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
88718	Rambler	545 Post St	2019-09-13	86	High risk food holding temperature	High Risk	NA
70961	Our Lady of the Visitacion School	785 Sunnydale Ave	2019-09-13	98	Improper storage use or identification of toxic substances	Low Risk	NA
92338	Museum of Ice Cream	1 Grant Ave	2019-09-13	96	Insufficient hot water or running water	Moderate Risk	NA
87954	Tipsy Tap LLC	601 Mission Bay Blvd North	2019-09-13	91	No hot water or running water	High Risk	NA
93131	Nucha	601 Mission Blvd	2019-09-13	76	Permit license or inspection report not posted	Low Risk	NA
93131	Nucha	601 Mission Blvd	2019-09-13	76	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
36214	Red and White Fleet - Harbor Queen	Pier 43 1/2	2019-09-13	100	NA	NA	3
5970	Heritage, The	3400 LAGUNA St	2019-09-13	100	NA	NA	6
36216	Red and White Fleet - Royal Prince	Pier 43 1/2	2019-09-13	100	NA	NA	3
5869	VISITACION VALLEY ELEMENTARY SCHOOL	55 SCHWERIN St	2019-09-13	100	NA	NA	NA
78983	Red and White Fleet - Zalophus	Pier 43 1/2	2019-09-13	100	NA	NA	NA
37682	Honey Honey Cafe	599 Post St	2019-09-16	88	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	3
1813	Cesario	601 Sutter St	2019-09-16	85	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
36205	Anchor & Hope	83 Minna St	2019-09-16	88	Noncompliance with shell fish tags or display	Moderate Risk	10
2437	MANORA'S THAI CUISINE	1600 FOLSOM St	2019-09-16	85	Unclean or degraded floors walls or ceilings	Low Risk	10
59833	Manhattan Hub Inc	343 Sansome St Suite 140	2019-09-16	89	Insufficient hot water or running water	Moderate Risk	3
3728	GOLD CLUB, THE	650 HOWARD St	2019-09-16	94	Unclean or degraded floors walls or ceilings	Low Risk	10
37682	Honey Honey Cafe	599 Post St	2019-09-16	88	Inadequate and inaccessible handwashing facilities	Moderate Risk	3
5894	SAN FRANCISCO COMMUNITY ELEM.SCHOOL	125 EXCELSIOR Ave	2019-09-16	98	Unapproved or unmaintained equipment or utensils	Low Risk	1
1813	Cesario	601 Sutter St	2019-09-16	85	Improper cooling methods	High Risk	3
2437	MANORA'S THAI CUISINE	1600 FOLSOM St	2019-09-16	85	High risk food holding temperature	High Risk	10
5895	Downtown High School	693 VERMONT St	2019-09-16	94	Unapproved or unmaintained equipment or utensils	Low Risk	9
3728	GOLD CLUB, THE	650 HOWARD St	2019-09-16	94	Moderate risk food holding temperature	Moderate Risk	10
