UniqueID	Location Id	Business Account Number	Ownership Name	DBA Name	Street Address	City	State	Source Zipcode	Business Start Date	Business End Date	Location Start Date	Location End Date	Administratively Closed	Mail Address	Mail City	Mail Zipcode	Mail State	NAICS Code	NAICS Code Description	NAICS Code Descriptions List	Parking Tax	Transient Occupancy Tax	LIC Code	LIC Code Description	LIC Code Descriptions List	Supervisor District	Neighborhoods - Analysis Boundaries	Business Corridor	Business Location	data_as_of	data_loaded_at
1150004-06-171-1067352	1150004-06-171	1067352	Potrero Market And Deli	Pipkins Pitt Bbq Deli	1298 Potrero Ave	San Francisco	CA	94110	03/20/2017	03/15/2020	06/01/2017	07/05/2017						7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.4064395 37.751553)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1239615-12-191-1109046	1239615-12-191	1109046	Humble Life Foods LLC	Together SF	2 Prospect Ave	San Francisco	CA	94110	12/01/2019	06/01/2022	12/01/2019	06/01/2022						7220-7229	Food Services	Food Services	false	false				9	Bernal Heights		POINT (-122.417451 37.745685)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1174368-01-181-1081504	1174368-01-181	1081504	Asia Harris	Go Krazy Comfort	29 Lee Ave	San Francisco	CA	94112	01/04/2018		01/04/2018	05/24/2021		29 Lee Ave	San Francisco	94112	CA	7220-7229	Food Services	Food Services	false	false				11	Oceanview/Merced/Ingleside		POINT (-122.4544185 37.718757)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1182273-03-181-1075455	1182273-03-181	1075455	Hidden Star Orchards	Hidden Star Orchards @ Noe Valley Farmers Market	3861 24th St	San Fransisco	CA	94114	08/31/2017		03/15/2018	05/13/2019		1235 Phoenix Way	San Leandro	94577	CA	7220-7229	Food Services	Food Services	false	false				8	Noe Valley	24th St	POINT (-122.428989 37.751373)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1126173-11-161-1060599	1126173-11-161	1060599	Aedan,LLC	Aedan,LLC	3617 Wawona St	San Francisco	CA	94116	11/02/2016	11/02/2016	11/02/2016	11/02/2016						7220-7229	Food Services	Food Services	false	false				4	Sunset/Parkside		POINT (-122.5055385 37.735938)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1071028-05-161-1034640	1071028-05-161	1034640	Coughlin Edward	New Village Cafe	1426 Polk St	San Francisco	CA	94109	05/01/2016	06/30/2021	05/01/2016	06/30/2021	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				3	Nob Hill	Lower Polk	POINT (-122.4203355 37.790073)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1182225-03-181-1085023	1182225-03-181	1085023	Ahmad Murad	The Fog Lifter Cafe	1901 Ocean Ave	San Francisco	CA	94127	03/15/2018	03/31/2020	03/15/2018	03/31/2020						7220-7229	Food Services	Food Services	false	false				7	West of Twin Peaks	Ocean Ave	POINT (-122.4625095 37.725039)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1198072-08-181-1037461	1198072-08-181	1037461	Kafae Coffee, LLC	Kafae Coffee, LLC	425 Mission St	San Francisco	CA	94105	06/16/2016	05/01/2017	08/15/2018	05/01/2017						7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.3963145 37.789749)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1237817-11-191-1030732	1237817-11-191	1030732	Fare Resources Inc.	Fare Resources, Inc.	2170 Folsom St	San Francisco	CA	94110	04/15/2016	08/01/2020	11/04/2019	08/01/2020						7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.4153135 37.762605)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1217074-03-191-1100041	1217074-03-191	1100041	Cecil Rhodes	Nash & Proper	1744 W Golden Poplar E Ave	Sacramento	CA	95834	03/26/2019	05/30/2019	03/26/2019	05/30/2019						7220-7229	Food Services	Food Services	false	false							POINT (-121.498540985 38.653701292)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1316395-10-221-1139726	1316395-10-221	1139726	Manuel Yabut	Manuel Yabut	241 Thrift St	San Francisco	CA	94112	01/24/2018		01/24/2018			241 Thrift St	San Francisco	94112	CA	7220-7229	Food Services	Food Services	false	false				11	Oceanview/Merced/Ingleside		POINT (-122.4608895 37.7172)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1181234-03-181-1084562	1181234-03-181	1084562	Liles Hospitality Enterprises, LLC	Liles Hospitality Enterprises, LLC	1416 Grant Ave Apt 21	San Francisco	CA	94133	03/01/2018	06/29/2022	03/01/2018	06/29/2022	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				3	North Beach	North Beach	POINT (-122.407155 37.800027)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1162293-09-171-1076644	1162293-09-171	1076644	United Restaurant Corp	Wasabi Bistro	524 Castro St	San Francisco	CA	94114	09/26/2017		09/26/2017			4134 Geary Blvd	San Francisco	94118	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	8	Castro/Upper Market	Market/Castro	POINT (-122.4353295 37.760409)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1180706-02-181-1083205	1180706-02-181	1083205	Aladdin Inc	Aladdin Bakery & Grill	393 Eddy St St	San Francisco	CA	94102	02/05/2018	02/05/2018	02/28/2018	04/27/2018						7220-7229	Food Services	Food Services	false	false				5	Tenderloin		POINT (-122.4140265 37.783548)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1215889-03-191-1099554	1215889-03-191	1099554	Dragon Home Restaurant	Zhong Shan Restaurant	2237 Taraval St	San Frnacisco	CA	94116	03/13/2019	05/31/2021	03/13/2019	05/31/2021						7220-7229	Food Services	Food Services	false	false				4	Sunset/Parkside	Parkside Taraval	POINT (-122.490324 37.742166)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1261194-10-201-1107650	1261194-10-201	1107650	Tre Rosso Lp	Little Original Joe's	393 West Portal Ave	San Francisco	CA	94127	10/15/2019		10/15/2019			1606 Stockton St	San Francisco	94133	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	7	West of Twin Peaks	West Portal	POINT (-122.470335 37.736586)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1241629-01-201-1109954	1241629-01-201	1109954	Gan Xiang Yu LLC	Gan Xiang Yu LLC	33 8th St Apt 1710	San Francisco	CA	94103	10/26/2017	10/26/2017	10/26/2017	10/26/2017						7220-7229	Food Services	Food Services	false	false				6	South of Market	Central Market	POINT (-122.413392 37.777878)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1241290-12-191-1109808	1241290-12-191	1109808	Oscar Saul Lopez Guerra	The Salad Place	400 London St	San Francisco	CA	94014	12/17/2019		12/23/2019	01/02/2020		237 Acton St	Daly City	94014	CA	7220-7229	Food Services	Food Services	false	false				11	Excelsior		POINT (-122.435551007 37.722788014)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1140013-03-171-1067262	1140013-03-171	1067262	Poke Life Inc.	Poke Life	1700 Owens St	San Francisco	CA	94158	02/27/2017		02/27/2017			1700 Owens St	San Francisco	94158	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	6	Mission Bay		POINT (-122.3936775 37.766988)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1186739-05-181-1034157	1186739-05-181	1034157	Susiecakes Holdings Inc	Susiecakes Bakery	50 Fremont St	San Francisco	CA	94105	06/01/2016		04/01/2018	03/20/2020		5610 Ward Rd Ste 300	Arvada	80002	CO	7220-7229	Food Services	Food Services	false	false	H88 POS01	Multiple	RETAIL BAKERIES WITH FOOD PREP; POINT OF SALES	6	Financial District/South Beach		POINT (-122.3973765 37.790307)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1357115-04-241-1105662	1357115-04-241	1105662	Los Kuya S Catering LLC	Los Kuyas Catering LLC	326 Shaw Rd	South San Francisco	CA	94080	08/20/2019		04/01/2024			135 Pecks Ln	South San Francisco	94080	CA	7220-7229	Food Services	Food Services	false	false							POINT (-122.406699994 37.638874016)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1238905-11-191-1108741	1238905-11-191	1108741	Merey LLC	Pushkin	40 Belden Pl	San Francisco	CA	94104	06/08/2016	06/08/2016	11/01/2019	06/08/2016						7220-7229	Food Services	Food Services	false	false				3	Financial District/South Beach		POINT (-122.403734157 37.791200902)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1200295-09-181-1092524	1200295-09-181	1092524	Team Work Restaurant LLC	Harborview Restaurant & Bar	4 Embarcadero Ctr Lobby Lv	San Francisco	CA	94111	09/11/2018		09/11/2018			1510 Fashion Island Blvd Ste 200	San Mateo	94404	CA	7220-7229	Food Services	Food Services	false	false	D04 D47 P54	Multiple	PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY; OPEN FLAME USE; LIMITED LIVE PERFORMANCE	6	Mission Bay		POINT (-122.388064189 37.782029332)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1233083-09-191-1106314	1233083-09-191	1106314	Cathay House Ventures LLC	Cathay House Restaurant	718 California St	San Francisco	CA	94108	09/05/2019		09/05/2019			0000 Undeliverable Mail	San Francisco	99999	CA	7220-7229	Food Services	Food Services	false	false				3	Chinatown	Chinatown	POINT (-122.406201 37.79262)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1189094-05-181-1087448	1189094-05-181	1087448	Lion Nathan Usa, Inc.	Little Creatures Brew Pub	1 Mission Bay St	San Francisco	CA	94158	05/09/2018	08/31/2020	05/09/2018	04/01/2019						7220-7229	Food Services	Food Services	false	false				6	Mission Bay		POINT (-122.390916 37.775126)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1164823-10-171-1077844	1164823-10-171	1077844	Emilia Sanchez & Adalberto Garcia	El Capitan Taqueria & Grill	1198 Folsom St	San Francisco	CA	94103	10/24/2017	06/30/2021	10/24/2017	06/30/2021	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				6	South of Market		POINT (-122.4100935 37.775304)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1179622-02-181-1081018	1179622-02-181	1081018	Mojo Bakes! Sf, LLC	Mojo Bakes! SF	702 Broderick St Apt B	San Francisco	CA	94117	12/19/2017		12/19/2017			702 Broderick St Apt B	San Francisco	94117	CA	7220-7229	Food Services	Food Services	false	false	H99	COTTAGE FOOD OPERATONS - TIER B (INDIRECT SALES)	COTTAGE FOOD OPERATONS - TIER B (INDIRECT SALES)	5	Western Addition		POINT (-122.439843175 37.776753653)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1324025-02-231-1097520	1324025-02-231	1097520	Hemlock Tavern Sf, LLC	Hemlock Tavern Sf, LLC	100 Hemlock St	San Francisco	CA	94109	01/29/2019		02/09/2023			964 Natoma St	San Francisco	94103	CA	7220-7229	Food Services	Food Services	false	false	D04 H86	Multiple	PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY; BARS/TAVERNS W/O FOOD PREP	3	Nob Hill	Lower Polk	POINT (-122.4202095 37.787346)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1159749-09-171-1075501	1159749-09-171	1075501	Gurung & Family Food Inc	Tilak Indian Cuisine	3501 Mission St	San  Francisco	CA	94110	09/01/2017		09/01/2017			3501 Mission St	San Francisco	94110	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	9	Bernal Heights	Mission Street	POINT (-122.422626 37.740807)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1174409-01-181-1081525	1174409-01-181	1081525	Lewellen & Wemmer Partnership	Miners Mart	17451 Highway 120	Big Oak Flat	CA	95305	01/04/2018	06/01/2018	01/04/2018	06/01/2018						7220-7229	Food Services	Food Services	false	false							POINT (-120.260755001 37.822407981)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1236269-10-191-1107648	1236269-10-191	1107648	Aliza Somekh	Bishulim SF	494 Cheney Ave 1	Oakland	CA	94610	10/15/2019	10/15/2019	10/15/2019	10/15/2019						7220-7229	Food Services	Food Services	false	false							POINT (-122.246219992 37.811283016)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1189159-05-181-1088045	1189159-05-181	1088045	Lukes Lobster Ca LLC	Luke's Lobster	92 2nd St	San Francisco	CA	94105	08/27/2018		08/27/2018			84 Industrial Park Rd	Saco	04072	ME	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	6	Financial District/South Beach		POINT (-122.4001125 37.788048)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1238166-11-191-1095453	1238166-11-191	1095453	Eduardo Antonio Lopez/Jose Francisco Garcia	Stable Cafe	2128 Folsom St	San Francisco	CA	94110	11/30/2018		11/08/2019			3388 19th St	San Francisco	94110	CA	7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.415471 37.763217)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1179802-02-181-1083945	1179802-02-181	1083945	Igor Puzanov	Eli's Smokehouse	501 Buckingham Way	San Francisco	CA	94132	02/21/2018	06/30/2021	02/21/2018	06/30/2021	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				4	Lakeshore		POINT (-122.4788445 37.729764)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1231572-08-191-1105662	1231572-08-191	1105662	Los Kuya S Catering LLC	Los Kuyas Catering	135 Pecks Ln	South San Francisco	CA	94080	08/20/2019		08/20/2019	12/31/2024		135 Pecks Ln	South San Francisco	94080	CA	7220-7229	Food Services	Food Services	false	false	D19	STORAGE & USE OF FLAMMABLE OR COMBUSTIBLE LIQUIDS	STORAGE & USE OF FLAMMABLE OR COMBUSTIBLE LIQUIDS				POINT (-122.404902998 37.66336602)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1190751-06-181-1088606	1190751-06-181	1088606	Underdogs Too	Underdogs To	3600 Taraval St	San Francisco	CA	94116	06/02/2018		06/02/2018			3600 Taraval St	San Francisco	94116	CA	7220-7229	Food Services	Food Services	false	false	D04 H26	Multiple	PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY; RESTAURANT - OVER 2,000 SQFT	4	Sunset/Parkside	Parkside Taraval	POINT (-122.504814 37.742022)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1211641-02-191-1097710	1211641-02-191	1097710	Marvin Gardens Food Group Inc	Marvin Gardens Catering	2020 Jerrold Ave	South San Francisco	CA	94123	02/01/2019		02/01/2019			2020 Jerrold Ave	San Francisco	94124	CA	7220-7229	Food Services	Food Services	false	false				10	Bayview Hunters Point		POINT (-122.397305976 37.743909991)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1177385-01-181-1082900	1177385-01-181	1082900	Eltesoro And Grill, Inc	El Tesoro Taqueria And Grill	599 Ofarrell St	San Francisco	CA	94102	01/30/2018		01/30/2018			599 Ofarrell St	San Francisco	94102	CA	7220-7229	Food Services	Food Services	false	false	H26	RESTAURANT - OVER 2,000 SQFT	RESTAURANT - OVER 2,000 SQFT	5	Tenderloin		POINT (-122.414436 37.785429)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1363693-06-241-1108273	1363693-06-241	1108273	Guerrilla Vision LLC	Real Sf Property	1699 Van Ness Ave	San Francisco	CA	94109	06/01/2018		06/10/2024			1288 Columbus Ave # 160	San Francisco	94133	CA	7220-7229	Food Services	Food Services	false	false				2	Pacific Heights		POINT (-122.4228645 37.791009)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1086389-08-161-1041074	1086389-08-161	1041074	Roberto A Rodrigues Saldanha	World Green Salad Sandwich	276 Imperial Dr Apt 6	Pacifica	CA	94044	08/01/2016	12/31/2019	08/01/2016	10/22/2016						7220-7229	Food Services	Food Services	false	false							POINT (-122.478184971 37.658217017)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1313633-09-221-1024165	1313633-09-221	1024165	Kuma Restaurants LLC	Kuma On Valencia	198 Valenica St	San Francisco	CA	94109	01/26/2016		09/07/2022			1040 Polk St	San Francisco	94109	CA	7220-7229	Food Services	Food Services	false	false				8	Mission		POINT (-122.422420989 37.769964679)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1238091-11-191-1108384	1238091-11-191	1108384	C & B Lucky Inc.	Pho Phu Quoc	1816 Irving St	San Francisco	CA	94122	11/07/2019		11/07/2019	01/09/2020		1816 Irving St	San Francisco	94122	CA	7220-7229	Food Services	Food Services	false	false				4	Sunset/Parkside	Outer Irving	POINT (-122.477499 37.763766)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1230290-08-191-1105211	1230290-08-191	1105211	Patois LLC	Red's House	100 Drumm St	San Francisco	CA	94111	08/07/2019	08/07/2019	08/07/2019	12/31/2020						7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	3	Financial District/South Beach		POINT (-122.396247 37.795536)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1318388-11-221-1128571	1318388-11-221	1128571	Hookt Doughnuts LLC	Hookt Doughnuts LLC	312 Swift Ave	South San Francisco	CA	94080	04/01/2019		09/01/2022			32 Belle Ave	San Francisco	94132	CA	7220-7229	Food Services	Food Services	false	false							POINT (-122.390893089 37.650252973)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1216099-03-191-1081148	1216099-03-191	1081148	Aramark Refreshment Services, LLC	Aramark Rfs At Salesforce	50 Fremont St Fl 11/12	SF	CA	94105	12/27/2017	06/08/2021	03/14/2019	06/08/2021						7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.3973765 37.790307)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1062931-04-161-1030858	1062931-04-161	1030858	Origin Outfit Ltd	Unlawful Waffle	46 Ramone Ave	San Francisco	CA	94103	04/20/2016	06/29/2022	04/20/2016	06/29/2022	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				8	Mission		POINT (-122.425329689 37.76721136)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1225773-06-191-1103437	1225773-06-191	1103437	Igancio Ortega Perez	Morita	1411 Florida St Apt 1	San Francisco	CA	94110	06/24/2019	09/19/2019	06/24/2019	09/19/2019						7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.4095535 37.749222)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1336431-06-231-1106593	1336431-06-231	1106593	Baked San Francisco Ca Operators LLC	Insomnia Cookies Operators, LLC	2 Varela Ave Ste 2	San Francisco	CA	94132	09/13/2019		06/16/2023			1 S Broad St Ste 1710	Philadelphia	19107	PA	7220-7229	Food Services	Food Services	false	false				7	Lakeshore		POINT (-122.476239 37.720593)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1233461-09-191-1087844	1233461-09-191	1087844	Cow Marlowe Sf LLC	The Greenwich	3154 Fillmore St	San Francisco	CA	94123	05/01/2018	03/17/2020	09/10/2019	03/17/2020						7220-7229	Food Services	Food Services	false	false				2	Marina		POINT (-122.435685 37.798776)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1209801-01-191-1070259	1209801-01-191	1070259	Samovar Tea Fm LLC	Samovar	1910 Fillmore St	San Francisco	CA	94115	04/19/2017	12/31/2021	07/01/2018	12/31/2021						7220-7229	Food Services	Food Services	false	false				5	Pacific Heights		POINT (-122.433291 37.787427)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1126042-11-161-1060535	1126042-11-161	1060535	Passione Pizza	Passione Pizza	2326 Fifth St	Berkeley	CA	94710	11/01/2016	12/27/2017	11/01/2016	12/27/2017						7220-7229	Food Services	Food Services	false	false							POINT (-122.297312711 37.862831899)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1119612-09-161-1057552	1119612-09-161	1057552	Perla Cedillo	Perla Cedillo	408 Winchester St Unit 1	Daly City	CA	94014	09/16/2016		09/16/2016	07/01/2023		207 E 24th St Apt 103	National City	91950	CA	7220-7229	Food Services	Food Services	false	false							POINT (-122.45599 37.705482)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1236683-10-191-1075422	1236683-10-191	1075422	A & S Food Services	A & S Food Services Inc	1 Mobile Caterers	San Francisco			08/30/2017		09/10/2019			1724 Redwood Rd	Hercules	94547	CA	7220-7229	Food Services	Food Services	false	false	D19	STORAGE & USE OF FLAMMABLE OR COMBUSTIBLE LIQUIDS	STORAGE & USE OF FLAMMABLE OR COMBUSTIBLE LIQUIDS	5	Tenderloin		POINT (-122.41966 37.77712)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1239611-12-191-1109044	1239611-12-191	1109044	Jeanette Corona	Cafe 15	100 Fremont St	San Francisco	CA	94105	12/02/2019	12/02/2019	12/02/2019	12/02/2019						7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.396646401 37.790385815)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1240418-12-191-1109426	1240418-12-191	1109426	Easy Way Formula, LLC	Meet Fresh	845 Market St Unit Fe4	San Francisco	CA	94103	12/01/2019	01/26/2021	12/01/2019	01/26/2021						7220-7229	Food Services	Food Services	false	false				6	South of Market		POINT (-122.406156 37.784106)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1252262-05-201-1114331	1252262-05-201	1114331	Merchant Roots, LLC	The Roost	479 Ellis St	San Francisco	CA	94102	01/01/2020	01/01/2020	05/18/2020	01/01/2020						7220-7229	Food Services	Food Services	false	false				5	Tenderloin		POINT (-122.4141435 37.784511)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1148142-05-171-1040412	1148142-05-171	1040412	Open Palette Hospitality	Palette SF	555 Golden Gate Ave	San Francisco	CA	94102	07/01/2016		05/26/2017	01/31/2018		816 Folsom St	San Francisco	94107	CA	7220-7229	Food Services	Food Services	false	false				5	Tenderloin		POINT (-122.4197325 37.781019)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1235284-10-191-1103803	1235284-10-191	1103803	Beit Rima LLC	Beit Rima	86 Carl St	San Francisco	CA	94117	07/02/2019		10/02/2019			86 Carl St	San Francisco	94117	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	8	Haight Ashbury		POINT (-122.449689 37.766007)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1177721-02-181-1076739	1177721-02-181	1076739	Wineone LLC	Hotel San Francisco	653 Commercial St	San Francisco	CA	94111	09/28/2017	07/31/2023	02/01/2018	07/31/2023						7220-7229	Food Services	Food Services	false	false	D04 H26 P23	Multiple	PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY; RESTAURANT - OVER 2,000 SQFT; PLACES OF ENTERTAINMENT	3	Chinatown		POINT (-122.4039105 37.793988)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1291033-11-211-1104175	1291033-11-211	1104175	Joy Williams	On The Ground Catering	957 Connecticut St	San Francisco	CA	94107	07/12/2019	06/29/2022	11/05/2021	06/29/2022						7220-7229	Food Services	Food Services	false	false				10	Potrero Hill		POINT (-122.396643 37.753668)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1063051-04-161-1030920	1063051-04-161	1030920	Regent School Catering Fcs,Inc.	Regent School Catering, Inc.	450 Golden Gate Ave	San Francisco	CA	94102	04/13/2016		04/13/2016			3600 Wilshire Blvd Ste 1220	Los Angeles	90010	CA	7220-7229	Food Services	Food Services	false	false				5	Tenderloin	Lower Polk, Larkin Street	POINT (-122.4179775 37.781712)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1196774-08-181-1090970	1196774-08-181	1090970	Mango Crazy Inc.	Mango Crazy	51 Jefferson St Ste O	San Francisco	CA	94133	08/01/2018		08/01/2018			319 Santa Barbara Ave	Modesto	95354	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	3	North Beach		POINT (-122.4132615 37.808055)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1167093-11-171-1078939	1167093-11-171	1078939	G & C LLC	Hodala Restaurant	5801 Geary Blvd	San Francisco	CA	94121	11/13/2017	01/15/2024	11/13/2017	01/15/2024						7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	1	Outer Richmond	Geary Boulevard	POINT (-122.481675 37.77993)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1201878-10-181-1093310	1201878-10-181	1093310	Three Sisters Food Co Inc	Gram Cafe & Pancakes	3251 20th Ave Ste 172	San Francisco	CA	94132	09/24/2018		09/30/2018			5570 Rosemead Blvd Unit 307	Temple City	91780	CA	7220-7229	Food Services	Food Services	false	false	D01 H26	Multiple	FUMIGATION AND FOGGING; RESTAURANT - OVER 2,000 SQFT	7	Lakeshore		POINT (-122.4768375 37.728477)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1157473-08-171-1074502	1157473-08-171	1074502	Richard Kington	Kurotaka Ramen	3719 Grand Ave	Oakland	CA	94610	08/01/2017	06/27/2020	08/01/2017	06/27/2020						7220-7229	Food Services	Food Services	false	false							POINT (-122.245523362 37.816484616)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1160566-09-171-1072885	1160566-09-171	1072885	Loom Factory Inc	Sini San Francisco	322 Kearny St	San Francisco	CA	94108	07/01/2017	11/01/2021	09/01/2017	11/01/2021						7220-7229	Food Services	Food Services	false	false				3	Financial District/South Beach		POINT (-122.4039015 37.791171)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1143734-04-171-1069009	1143734-04-171	1069009	Mission Boricua LLC	Mission Boricua	2948 Folsom St	San Francisco	CA	94110	04/21/2017		04/21/2017			2948 Folsom St	San Francisco	94110	CA	7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.414211 37.750176)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1138935-03-171-1040312	1138935-03-171	1040312	Ccd LLC	Lovejoy's	1351 Church St	San Francisco	CA	94131	07/22/2016		07/22/2016			1351 Church St	San Francisco	94114	CA	7220-7229	Food Services	Food Services	false	false				8	Noe Valley		POINT (-122.42691 37.749195)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1236039-10-191-1068783	1236039-10-191	1068783	Beware Of Bird Island, LLC	Old Ship Saloon	298 Pacific Ave	San Francisco	CA	94111	12/13/2016		10/11/2019			298 Pacific Ave	San Francisco	94111	CA	7220-7229	Food Services	Food Services	false	false				3	Financial District/South Beach		POINT (-122.400738 37.797822)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
